Average of cumm_rainfall,Average of temp_min,Average of temp_max,Average of humidity_min,Average of humidity_max,Average of wind_speed_min,Average of wind_speed_max,District,Average of Year,Constructed date,date,datevalue,AQI,,,,
0,14.72,31.88,29.28,84.64,0,5.5,Karimnagar,2018,01-Jan-18,01-01-2018,43101,111,,,, 
0,14.46,31.88,33.46,86.26,0,5.86,Karimnagar,2018,02-Jan-18,02-01-2018,43102,111,,,,
0,14.27,31.09,33.86,86.54,0,4.94,Karimnagar,2018,03-Jan-18,03-01-2018,43103,111,,,,
0,13.48,30.91,31.54,85.55,0,6.22,Karimnagar,2018,04-Jan-18,04-01-2018,43104,111,,,,
0,13.01,29.75,29.34,84.24,0,5.78,Karimnagar,2018,05-Jan-18,05-01-2018,43105,111,,,,
0,12.34,30.62,26.8,81.2,0,6.71,Karimnagar,2018,06-Jan-18,06-01-2018,43106,111,,,,
0,13.71,31.44,27.89,83.56,0.4,6.13,Karimnagar,2018,07-Jan-18,07-01-2018,43107,111,,,,
0,13.5,30.37,34.69,88.54,0,6.58,Karimnagar,2018,08-Jan-18,08-01-2018,43108,111,,,,
0,13.65,29.92,33.01,86.52,0,7.76,Karimnagar,2018,09-Jan-18,09-01-2018,43109,111,,,,
0,14.48,29.3,39.9,87.83,0,5.93,Karimnagar,2018,10-Jan-18,10-01-2018,43110,111,,,,
0,14.96,30.72,27.32,82.03,0,5.96,Karimnagar,2018,11-Jan-18,11-01-2018,43111,111,,,,
0,15.54,32.28,27.4,82.78,0,5.78,Karimnagar,2018,12-Jan-18,12-01-2018,43112,111,,,,
0,15.7,33.02,27.2,81.19,0,5.16,Karimnagar,2018,13-Jan-18,13-01-2018,43113,111,,,,
0,15.76,33.3,21.16,78.56,0,6.37,Karimnagar,2018,14-Jan-18,14-01-2018,43114,111,,,,
0,19.08,31.72,36.57,88.22,0,7.49,Karimnagar,2018,15-Jan-18,15-01-2018,43115,111,,,,
0,16.39,32.64,42.3,91.8,0,5.95,Karimnagar,2018,16-Jan-18,16-01-2018,43116,111,,,,
0,14.4,32.71,30.86,86.04,0,6.87,Karimnagar,2018,17-Jan-18,17-01-2018,43117,111,,,,
0,14.73,32.78,28.94,85.49,0,8.04,Karimnagar,2018,18-Jan-18,18-01-2018,43118,111,,,,
0,13.35,31.97,29.88,85.6,1.2,7.1,Karimnagar,2018,19-Jan-18,19-01-2018,43119,111,,,,
0,12.1,31.51,19.26,83.33,0.1,6.43,Karimnagar,2018,20-Jan-18,20-01-2018,43120,111,,,,
0,12.57,31.26,20.73,83.36,0,6.85,Karimnagar,2018,21-Jan-18,21-01-2018,43121,111,,,,
0,14.56,30.92,27.93,87.38,0.2,8.11,Karimnagar,2018,22-Jan-18,22-01-2018,43122,111,,,,
0,15.8,30.75,35.55,87.99,1,8.46,Karimnagar,2018,23-Jan-18,23-01-2018,43123,111,,,,
0,17.44,31.42,40.36,87.2,0.7,9.41,Karimnagar,2018,24-Jan-18,24-01-2018,43124,111,,,,
0,15.51,30.93,39.59,84.17,0,8.05,Karimnagar,2018,25-Jan-18,25-01-2018,43125,111,,,,
0,12.55,31.28,30.18,79.92,0,6.63,Karimnagar,2018,26-Jan-18,26-01-2018,43126,111,,,,
0,11.9,31.71,20.25,80.04,0,5.92,Karimnagar,2018,27-Jan-18,27-01-2018,43127,111,,,,
0,13.58,30.62,26.06,85.34,0,7.84,Karimnagar,2018,28-Jan-18,28-01-2018,43128,111,,,,
0,14.26,31.44,37.57,91.4,0,7.3,Karimnagar,2018,29-Jan-18,29-01-2018,43129,111,,,,
0,13.18,31.41,29.94,87.19,0.1,7.56,Karimnagar,2018,30-Jan-18,30-01-2018,43130,111,,,,
0,11.92,31.94,21.24,78.18,0,7.37,Karimnagar,2018,31-Jan-18,31-01-2018,43131,111,,,,
0,13.26,33.38,17.13,75.27,1.4,7.18,Karimnagar,2018,01-Feb-18,01-02-2018,43132,87,,,,
0,13.22,33.36,15.05,71.68,3.9,8.21,Karimnagar,2018,02-Feb-18,02-02-2018,43133,87,,,,
0,14.06,33.56,16.06,73.52,1.7,7.41,Karimnagar,2018,03-Feb-18,03-02-2018,43134,87,,,,
0,14.76,33.08,21.03,70.81,0.5,9.95,Karimnagar,2018,04-Feb-18,04-02-2018,43135,87,,,,
0,14.96,32.36,26.71,81.99,0,9.35,Karimnagar,2018,05-Feb-18,05-02-2018,43136,87,,,,
0,14.31,32.18,32.54,85.66,0.3,9.24,Karimnagar,2018,06-Feb-18,06-02-2018,43137,87,,,,
0,16.67,32.52,35.9,80.01,0,8.42,Karimnagar,2018,07-Feb-18,07-02-2018,43138,87,,,,
0,17.48,30.78,36.72,76.38,0,6.31,Karimnagar,2018,08-Feb-18,08-02-2018,43139,87,,,,
0,19.76,34.09,26.77,77.71,0.1,7.93,Karimnagar,2018,09-Feb-18,09-02-2018,43140,87,,,,
0,17.26,33.31,31.16,77.91,0,7.78,Karimnagar,2018,10-Feb-18,10-02-2018,43141,87,,,,
0.01,20.2,30.68,51.34,89.31,0,7.13,Karimnagar,2018,11-Feb-18,11-02-2018,43142,87,,,,
0,20.58,31.91,44.68,89.65,2.22,13.87,Karimnagar,2018,12-Feb-18,12-02-2018,43143,87,,,,
0.01,19.59,31.51,49.77,89.78,3.1,12.59,Karimnagar,2018,13-Feb-18,13-02-2018,43144,87,,,,
0.01,18.54,31.66,43.62,84.5,0,10.9,Karimnagar,2018,14-Feb-18,14-02-2018,43145,87,,,,
0,16.97,31.84,37.08,85.82,0.1,7.58,Karimnagar,2018,15-Feb-18,15-02-2018,43146,87,,,,
0,15.6,32.07,39.17,82.16,0,7.54,Karimnagar,2018,16-Feb-18,16-02-2018,43147,87,,,,
0,14.24,33,22.42,77.58,0,6.74,Karimnagar,2018,17-Feb-18,17-02-2018,43148,87,,,,
0,15.26,33.85,20.73,85.17,0,7.75,Karimnagar,2018,18-Feb-18,18-02-2018,43149,87,,,,
0,18.44,34.12,29.02,84.18,0,10.16,Karimnagar,2018,19-Feb-18,19-02-2018,43150,87,,,,
0,18.4,33.82,34.43,85.72,1.5,11.36,Karimnagar,2018,20-Feb-18,20-02-2018,43151,87,,,,
0,18.52,33.54,38.26,86.19,0,8.76,Karimnagar,2018,21-Feb-18,21-02-2018,43152,87,,,,
0,21.41,34.35,37.93,56.91,1.7,7.88,Karimnagar,2018,22-Feb-18,22-02-2018,43153,87,,,,
0,18.3,34.47,27.58,75.67,0,8.37,Karimnagar,2018,23-Feb-18,23-02-2018,43154,87,,,,
0,18.74,34.76,31.55,81.54,0,10.66,Karimnagar,2018,24-Feb-18,24-02-2018,43155,87,,,,
0,16.06,33.69,25.43,79.87,3.4,12.02,Karimnagar,2018,25-Feb-18,25-02-2018,43156,87,,,,
0,16.15,35.22,20.58,72.94,0,9.13,Karimnagar,2018,26-Feb-18,26-02-2018,43157,87,,,,
0,18.19,35.71,20.92,70.01,0,8.39,Karimnagar,2018,27-Feb-18,27-02-2018,43158,87,,,,
0,17.54,36.52,22.5,73.15,0,7.02,Karimnagar,2018,28-Feb-18,28-02-2018,43159,87,,,,
0,17.46,37.4,14.3,72.8,0,8.63,Karimnagar,2018,01-Mar-18,01-03-2018,43160,89,,,,
0,17.47,36.68,18.44,71.54,0,9.21,Karimnagar,2018,02-Mar-18,02-03-2018,43161,89,,,,
0,19.59,37.21,16.72,61.72,0,9.79,Karimnagar,2018,03-Mar-18,03-03-2018,43162,89,,,,
0,19.31,36.79,23.58,63.89,0.7,9.46,Karimnagar,2018,04-Mar-18,04-03-2018,43163,89,,,,
0,19.5,36.41,22.84,60.22,1.6,10.11,Karimnagar,2018,05-Mar-18,05-03-2018,43164,89,,,,
0,18.14,36.33,26.03,69.17,0,10.65,Karimnagar,2018,06-Mar-18,06-03-2018,43165,89,,,,
0,19.26,36.75,20.44,68.93,0,9.24,Karimnagar,2018,07-Mar-18,07-03-2018,43166,89,,,,
0,18.52,35.36,26.36,75.24,0,8.32,Karimnagar,2018,08-Mar-18,08-03-2018,43167,89,,,,
0,18.46,36.16,22.32,72.22,0,8.98,Karimnagar,2018,09-Mar-18,09-03-2018,43168,89,,,,
0,19.81,35.43,25.76,78.92,0,8.25,Karimnagar,2018,10-Mar-18,10-03-2018,43169,89,,,,
0,21.47,35.24,33.75,74.78,0,7.54,Karimnagar,2018,11-Mar-18,11-03-2018,43170,89,,,,
0,22.13,34.94,32.39,76.72,6.1,8.73,Karimnagar,2018,12-Mar-18,12-03-2018,43171,89,,,,
0,20.15,36.08,29.6,78.24,0.9,9.11,Karimnagar,2018,13-Mar-18,13-03-2018,43172,89,,,,
0,19.48,37.13,28.36,77.91,0,8.86,Karimnagar,2018,14-Mar-18,14-03-2018,43173,89,,,,
0,24.02,37.7,21.13,75.63,1.7,10.68,Karimnagar,2018,15-Mar-18,15-03-2018,43174,89,,,,
0,23.89,36.3,29.22,69.78,0,9.87,Karimnagar,2018,16-Mar-18,16-03-2018,43175,89,,,,
3.47,19.6,29.72,39.07,96.19,0,12.68,Karimnagar,2018,17-Mar-18,17-03-2018,43176,89,,,,
0,20.3,32.91,44.68,93.27,0,8.41,Karimnagar,2018,18-Mar-18,18-03-2018,43177,89,,,,
0,19.26,35.08,35.37,83.92,0,9.69,Karimnagar,2018,19-Mar-18,19-03-2018,43178,89,,,,
0,20.61,35.71,25.76,72.45,0,7.58,Karimnagar,2018,20-Mar-18,20-03-2018,43179,89,,,,
0,23.94,37.19,27.26,69.59,0.2,7.73,Karimnagar,2018,21-Mar-18,21-03-2018,43180,89,,,,
0,22.5,37.66,22.94,73.47,0,9.92,Karimnagar,2018,22-Mar-18,22-03-2018,43181,89,,,,
0,20.42,37.28,17.98,62.84,0,9.63,Karimnagar,2018,23-Mar-18,23-03-2018,43182,89,,,,
0,20.06,37.84,15.45,65.68,0,9.24,Karimnagar,2018,24-Mar-18,24-03-2018,43183,89,,,,
0,21.23,38.41,15.12,81.79,0,7.65,Karimnagar,2018,25-Mar-18,25-03-2018,43184,89,,,,
0,23.13,36.52,38.26,82.85,0,8.51,Karimnagar,2018,26-Mar-18,26-03-2018,43185,89,,,,
0,20.64,37.88,28.16,80.78,0,7.55,Karimnagar,2018,27-Mar-18,27-03-2018,43186,89,,,,
0,21.92,38.12,23.21,73.91,0,7.98,Karimnagar,2018,28-Mar-18,28-03-2018,43187,89,,,,
0,23.18,38.96,26.66,87.32,0.75,10.09,Karimnagar,2018,29-Mar-18,29-03-2018,43188,89,,,,
0,24.13,38.73,23.53,89.25,2.55,7.78,Karimnagar,2018,30-Mar-18,30-03-2018,43189,89,,,,
0,23.97,38.04,34.03,90.41,0,9.33,Karimnagar,2018,31-Mar-18,31-03-2018,43190,89,,,,
1.1,24.35,36.92,39.68,86.13,1,12.4,Karimnagar,2018,01-Apr-18,01-04-2018,43191,100,,,,
1.22,21.01,36.95,40.31,78.56,1.35,13.68,Karimnagar,2018,02-Apr-18,02-04-2018,43192,100,,,,
0,22.55,36.17,45.04,88.13,0.3,13.52,Karimnagar,2018,03-Apr-18,03-04-2018,43193,100,,,,
0,23.38,37.43,34.96,84.54,0.85,8.88,Karimnagar,2018,04-Apr-18,04-04-2018,43194,100,,,,
0,24.27,37.48,34.92,82.25,0.9,12.76,Karimnagar,2018,05-Apr-18,05-04-2018,43195,100,,,,
0.26,23.58,36.68,40.69,85.07,0,10.78,Karimnagar,2018,06-Apr-18,06-04-2018,43196,100,,,,
0.34,24.32,37.12,38.32,68.33,0.7,15.69,Karimnagar,2018,07-Apr-18,07-04-2018,43197,100,,,,
13.19,20.37,37.09,28.96,92.78,2.2,12.72,Karimnagar,2018,08-Apr-18,08-04-2018,43198,100,,,,
1.55,20.33,33.64,43.57,94.3,0,14.66,Karimnagar,2018,09-Apr-18,09-04-2018,43199,100,,,,
0,22.78,35.71,41.75,87.67,0.4,9.86,Karimnagar,2018,10-Apr-18,10-04-2018,43200,100,,,,
0,23.46,36.21,37.61,83.25,0,12.53,Karimnagar,2018,11-Apr-18,11-04-2018,43201,100,,,,
0,24.14,37.08,30.78,70.96,0,11.48,Karimnagar,2018,12-Apr-18,12-04-2018,43202,100,,,,
0.04,24.1,37.66,28.66,86.81,2.6,11.89,Karimnagar,2018,13-Apr-18,13-04-2018,43203,100,,,,
0,25.1,37.75,31.6,81.16,1.77,11.34,Karimnagar,2018,14-Apr-18,14-04-2018,43204,100,,,,
0,26.15,36.82,39.07,80.34,1.45,11.02,Karimnagar,2018,15-Apr-18,15-04-2018,43205,100,,,,
1.72,23.49,35.25,47,89.42,0,11.96,Karimnagar,2018,16-Apr-18,16-04-2018,43206,100,,,,
0,25.58,38.13,32.84,71.68,1,9.12,Karimnagar,2018,17-Apr-18,17-04-2018,43207,100,,,,
0,26.35,39.63,26.23,65.01,0,8.7,Karimnagar,2018,18-Apr-18,18-04-2018,43208,100,,,,
0,25.92,40.05,20.2,79.17,0,9.93,Karimnagar,2018,19-Apr-18,19-04-2018,43209,100,,,,
0,26.59,40.49,15.77,79.1,0,9.76,Karimnagar,2018,20-Apr-18,20-04-2018,43210,100,,,,
0,25.01,42.24,14.15,84.08,0,12.15,Karimnagar,2018,21-Apr-18,21-04-2018,43211,100,,,,
0,26.39,41.6,20,79.16,6.05,10.02,Karimnagar,2018,22-Apr-18,22-04-2018,43212,100,,,,
0,26.26,41.52,25.13,75.67,0,11.89,Karimnagar,2018,23-Apr-18,23-04-2018,43213,100,,,,
0,25.38,42.45,18.66,68.12,0,10.88,Karimnagar,2018,24-Apr-18,24-04-2018,43214,100,,,,
0,25.33,42.24,13.26,77.03,0.95,13.3,Karimnagar,2018,25-Apr-18,25-04-2018,43215,100,,,,
0,26.24,41.22,25.24,80.25,2.7,12.53,Karimnagar,2018,26-Apr-18,26-04-2018,43216,100,,,,
0.05,26.44,41.71,21.18,79.47,0.9,11.38,Karimnagar,2018,27-Apr-18,27-04-2018,43217,100,,,,
0,26.01,41.96,21.95,77.08,0.83,12.63,Karimnagar,2018,28-Apr-18,28-04-2018,43218,100,,,,
0,26.48,41.5,23.52,72.06,3.9,11.61,Karimnagar,2018,29-Apr-18,29-04-2018,43219,100,,,,
0,26.81,42.76,16.04,79.85,1.23,11.8,Karimnagar,2018,30-Apr-18,30-04-2018,43220,100,,,,
0,27.68,43.18,13.16,78.21,2.6,11.78,Karimnagar,2018,01-May-18,01-05-2018,43221,100,,,,
0,26.19,42.44,24.42,76.49,1.38,16.25,Karimnagar,2018,02-May-18,02-05-2018,43222,100,,,,
0,28.6,42.03,23.86,76.53,0.9,14.62,Karimnagar,2018,03-May-18,03-05-2018,43223,100,,,,
4.03,20.86,37.7,46.15,95.06,0,20.54,Karimnagar,2018,04-May-18,04-05-2018,43224,100,,,,
0,26.16,39.45,26.86,81.06,1.4,10.12,Karimnagar,2018,05-May-18,05-05-2018,43225,100,,,,
0.08,27.77,41.81,24,71.22,1.45,12.08,Karimnagar,2018,06-May-18,06-05-2018,43226,100,,,,
0,28.04,41.59,24.23,68.05,1.16,11.16,Karimnagar,2018,07-May-18,07-05-2018,43227,100,,,,
0,29.23,42.74,20.38,66.26,0.4,11.67,Karimnagar,2018,08-May-18,08-05-2018,43228,100,,,,
0,27.99,42.08,24.12,64.36,4.9,10.82,Karimnagar,2018,09-May-18,09-05-2018,43229,100,,,,
0.08,26.5,42.04,25.81,74.7,0,13.58,Karimnagar,2018,10-May-18,10-05-2018,43230,100,,,,
0,27.71,41.98,23.61,68.07,2.3,10.85,Karimnagar,2018,11-May-18,11-05-2018,43231,100,,,,
0.85,28.19,43.29,16.98,77.51,2.26,12.74,Karimnagar,2018,12-May-18,12-05-2018,43232,100,,,,
3.56,23.12,42.73,22.52,80.59,1.03,16.92,Karimnagar,2018,13-May-18,13-05-2018,43233,100,,,,
0,26.98,39.51,26.44,79.44,0,16.59,Karimnagar,2018,14-May-18,14-05-2018,43234,100,,,,
18.74,21.48,41.74,21.48,92.92,0.27,19.15,Karimnagar,2018,15-May-18,15-05-2018,43235,100,,,,
0,26.38,39.54,29.57,72.76,0.63,8.71,Karimnagar,2018,16-May-18,16-05-2018,43236,100,,,,
0,27.81,42.08,23.5,67.62,1.15,10.24,Karimnagar,2018,17-May-18,17-05-2018,43237,100,,,,
0,27.63,41.84,25.96,67.14,2.9,12.46,Karimnagar,2018,18-May-18,18-05-2018,43238,100,,,,
0,29.09,42.53,22.22,59.32,2.07,10.67,Karimnagar,2018,19-May-18,19-05-2018,43239,100,,,,
0,27.87,43.53,13.4,67.81,1.4,13.58,Karimnagar,2018,20-May-18,20-05-2018,43240,100,,,,
0,28.62,43.1,19.84,63.64,1.41,13.02,Karimnagar,2018,21-May-18,21-05-2018,43241,100,,,,
0,29.5,40.94,31.42,60.31,2.16,12.98,Karimnagar,2018,22-May-18,22-05-2018,43242,100,,,,
3.29,27.1,42.14,25.63,69.65,1.23,12.9,Karimnagar,2018,23-May-18,23-05-2018,43243,100,,,,
0.19,25.52,41.12,21.48,70.6,1.6,12.48,Karimnagar,2018,24-May-18,24-05-2018,43244,100,,,,
0.05,29.03,42.46,22.98,63.38,1.1,11.71,Karimnagar,2018,25-May-18,25-05-2018,43245,100,,,,
0,27.88,42.08,26.87,70.79,2.16,11.96,Karimnagar,2018,26-May-18,26-05-2018,43246,100,,,,
0,27.43,40.97,33.07,64.9,1.88,13.15,Karimnagar,2018,27-May-18,27-05-2018,43247,100,,,,
0,29.13,41.66,28.07,64.18,1.4,12.04,Karimnagar,2018,28-May-18,28-05-2018,43248,100,,,,
0,27.74,42.89,23.47,62.03,3.04,12.46,Karimnagar,2018,29-May-18,29-05-2018,43249,100,,,,
0.16,29.64,43.58,21.52,60.24,0.5,13.44,Karimnagar,2018,30-May-18,30-05-2018,43250,100,,,,
0,29.8,43.08,22.93,67.31,2.8,11.05,Karimnagar,2018,31-May-18,31-05-2018,43251,100,,,,
0.26,27.45,39.58,31.86,68.64,0.3,12.22,Karimnagar,2018,01-Jun-18,01-06-2018,43252,100,,,,
1.22,27.43,41.25,26.98,72.18,0.75,11.53,Karimnagar,2018,02-Jun-18,02-06-2018,43253,100,,,,
3.56,24.44,33.69,45.69,87.34,0,13.3,Karimnagar,2018,03-Jun-18,03-06-2018,43254,100,,,,
0,27.46,41.49,28.86,66.85,1.75,9.84,Karimnagar,2018,04-Jun-18,04-06-2018,43255,100,,,,
4.12,25.89,40.98,27.62,86.06,1.9,11.48,Karimnagar,2018,05-Jun-18,05-06-2018,43256,100,,,,
0.72,27.4,37.92,42.7,82.84,0,9.94,Karimnagar,2018,06-Jun-18,06-06-2018,43257,100,,,,
2.07,25.6,40.55,31.32,88.46,0.89,13.37,Karimnagar,2018,07-Jun-18,07-06-2018,43258,100,,,,
8.2,23.34,37.69,41.53,95.82,1.43,13.54,Karimnagar,2018,08-Jun-18,08-06-2018,43259,100,,,,
3.6,23.87,34.68,53.87,95.49,0.3,9.1,Karimnagar,2018,09-Jun-18,09-06-2018,43260,100,,,,
3.24,25.8,35.67,48.54,87.57,2.13,14.28,Karimnagar,2018,10-Jun-18,10-06-2018,43261,100,,,,
15.45,24.1,36.54,48.24,93.21,4.24,16.2,Karimnagar,2018,11-Jun-18,11-06-2018,43262,100,,,,
5.39,24.22,31.65,70.87,96.33,1.2,13.93,Karimnagar,2018,12-Jun-18,12-06-2018,43263,100,,,,
0.54,26.48,36.55,48.63,85.04,0.87,16.47,Karimnagar,2018,13-Jun-18,13-06-2018,43264,100,,,,
0,28.75,37.96,40.34,67.22,4.5,15.55,Karimnagar,2018,14-Jun-18,14-06-2018,43265,100,,,,
0,28.91,37.43,39.18,63.25,2.22,14.7,Karimnagar,2018,15-Jun-18,15-06-2018,43266,100,,,,
1.04,28.05,39.14,33.05,63.41,4.95,15.7,Karimnagar,2018,16-Jun-18,16-06-2018,43267,100,,,,
0.25,29.05,38.76,32.47,62.8,5.35,15,Karimnagar,2018,17-Jun-18,17-06-2018,43268,100,,,,
0.32,27.91,38.65,30.42,62.27,3.03,17.06,Karimnagar,2018,18-Jun-18,18-06-2018,43269,100,,,,
2.59,26.64,37.48,37.82,77.28,2.63,16.29,Karimnagar,2018,19-Jun-18,19-06-2018,43270,100,,,,
0.26,28.34,38.56,35.7,69.22,0,12.28,Karimnagar,2018,20-Jun-18,20-06-2018,43271,100,,,,
2.12,27.29,38.68,36.52,81.28,1.5,12.05,Karimnagar,2018,21-Jun-18,21-06-2018,43272,100,,,,
6.24,24.85,38.31,40.88,93.84,0.1,11.79,Karimnagar,2018,22-Jun-18,22-06-2018,43273,100,,,,
20.01,23.71,35.44,54.28,97.83,0,10.66,Karimnagar,2018,23-Jun-18,23-06-2018,43274,100,,,,
0.2,24.74,34.08,59.17,92.95,1.7,9.13,Karimnagar,2018,24-Jun-18,24-06-2018,43275,100,,,,
0.06,25.79,34.62,51.09,75.49,1,11.21,Karimnagar,2018,25-Jun-18,25-06-2018,43276,100,,,,
0.24,26.16,34.89,50.53,74.84,2.85,14.4,Karimnagar,2018,26-Jun-18,26-06-2018,43277,100,,,,
2.97,24.11,34.26,47.76,89.73,4.8,14.52,Karimnagar,2018,27-Jun-18,27-06-2018,43278,100,,,,
34.27,22.38,34.43,51.66,97.08,1.7,13.7,Karimnagar,2018,28-Jun-18,28-06-2018,43279,100,,,,
0.97,23.88,29.8,74.54,97.25,0.95,8.79,Karimnagar,2018,29-Jun-18,29-06-2018,43280,100,,,,
10.06,24.26,34.18,54.24,90.96,1,10.67,Karimnagar,2018,30-Jun-18,30-06-2018,43281,100,,,,
1.43,25.58,36.14,46.4,83.32,0.9,10.52,Karimnagar,2018,01-Jul-18,01-07-2018,43282,89,,,,
0.04,24.9,35.79,48.18,88.8,0.2,11.74,Karimnagar,2018,02-Jul-18,02-07-2018,43283,89,,,,
4.72,25.04,35.56,47.63,91.58,1.22,11.79,Karimnagar,2018,03-Jul-18,03-07-2018,43284,89,,,,
0.04,26.68,32.78,56.3,77.54,1.98,12.74,Karimnagar,2018,04-Jul-18,04-07-2018,43285,89,,,,
0.15,26.47,35.48,47.46,75.21,2.14,14.13,Karimnagar,2018,05-Jul-18,05-07-2018,43286,89,,,,
49.91,23.69,34.57,51.98,97.63,0.87,15.54,Karimnagar,2018,06-Jul-18,06-07-2018,43287,89,,,,
27.28,22.95,29.07,82.98,98.18,1.5,13.1,Karimnagar,2018,07-Jul-18,07-07-2018,43288,89,,,,
3.54,24.46,29.03,85.19,97.68,2.95,12.93,Karimnagar,2018,08-Jul-18,08-07-2018,43289,89,,,,
26.47,24.12,25.96,91.77,94.1,1.87,9.99,Karimnagar,2018,09-Jul-18,09-07-2018,43290,89,,,,
11.19,24.14,28.01,81.88,97.33,3.45,11.88,Karimnagar,2018,10-Jul-18,10-07-2018,43291,89,,,,
0.08,25.43,29.84,80.76,90.29,3.2,13.34,Karimnagar,2018,11-Jul-18,11-07-2018,43292,89,,,,
0.41,25.28,29.78,76.5,91.82,3.55,13.56,Karimnagar,2018,12-Jul-18,12-07-2018,43293,89,,,,
6.9,23.77,28.66,79.58,96.98,5.05,13.02,Karimnagar,2018,13-Jul-18,13-07-2018,43294,89,,,,
19.5,23.94,31.06,77.2,97.9,1.04,12.74,Karimnagar,2018,14-Jul-18,14-07-2018,43295,89,,,,
2.4,24.96,29.47,83.9,96.91,4.7,12.44,Karimnagar,2018,15-Jul-18,15-07-2018,43296,89,,,,
1.49,25.24,29.66,83.1,95.91,2.89,13.88,Karimnagar,2018,16-Jul-18,16-07-2018,43297,89,,,,
0.45,25.42,29.6,79.46,94.69,2.99,16.72,Karimnagar,2018,17-Jul-18,17-07-2018,43298,89,,,,
2.04,25.25,31.18,75.24,95.07,1.1,15.33,Karimnagar,2018,18-Jul-18,18-07-2018,43299,89,,,,
1.83,26.31,33.58,67.15,90.44,2.6,14.82,Karimnagar,2018,19-Jul-18,19-07-2018,43300,89,,,,
26.95,24.53,33.65,65.11,97.42,1,15.8,Karimnagar,2018,20-Jul-18,20-07-2018,43301,89,,,,
33.39,24.14,31.34,76.5,97.77,0.48,13.15,Karimnagar,2018,21-Jul-18,21-07-2018,43302,89,,,,
0.99,25.15,28.26,83.82,96.5,1.7,10.29,Karimnagar,2018,22-Jul-18,22-07-2018,43303,89,,,,
0.75,24.8,29.91,78.98,94.62,3.68,13.03,Karimnagar,2018,23-Jul-18,23-07-2018,43304,89,,,,
1.09,24.54,31.18,72.61,95.58,1.75,13.72,Karimnagar,2018,24-Jul-18,24-07-2018,43305,89,,,,
1.69,25.22,32.89,70.15,95.64,1.5,12.13,Karimnagar,2018,25-Jul-18,25-07-2018,43306,89,,,,
0.54,26.21,33.6,62.96,92.06,1.9,13.34,Karimnagar,2018,26-Jul-18,26-07-2018,43307,89,,,,
0.68,26.19,31.41,67.97,90.44,0.3,12.83,Karimnagar,2018,27-Jul-18,27-07-2018,43308,89,,,,
0.98,25.98,34.23,60.33,90.67,2.4,13.36,Karimnagar,2018,28-Jul-18,28-07-2018,43309,89,,,,
0.08,26.66,32.83,68.86,93.17,0,10.42,Karimnagar,2018,29-Jul-18,29-07-2018,43310,89,,,,
0.01,26.66,33.56,60.16,87.59,1.2,11.64,Karimnagar,2018,30-Jul-18,30-07-2018,43311,89,,,,
0.04,27.06,34.52,54.17,81.34,3.6,13.43,Karimnagar,2018,31-Jul-18,31-07-2018,43312,89,,,,
0.16,26.54,33.12,57.56,81.91,0,11.56,Karimnagar,2018,01-Aug-18,01-08-2018,43313,91,,,,
3.7,24.79,34.36,54.83,91.01,2.04,13.94,Karimnagar,2018,02-Aug-18,02-08-2018,43314,91,,,,
0.13,26.35,33.16,63.13,91.68,1.6,12.32,Karimnagar,2018,03-Aug-18,03-08-2018,43315,91,,,,
0.06,26.54,34.78,55.28,83.38,2.43,13.17,Karimnagar,2018,04-Aug-18,04-08-2018,43316,91,,,,
0.04,26.12,35.31,55.92,86.6,2.85,13.31,Karimnagar,2018,05-Aug-18,05-08-2018,43317,91,,,,
0.47,25.96,34.46,54.99,88.76,1.2,11.94,Karimnagar,2018,06-Aug-18,06-08-2018,43318,91,,,,
11.58,24.19,33.24,59.6,98.12,0.95,13.86,Karimnagar,2018,07-Aug-18,07-08-2018,43319,91,,,,
5.79,24.32,30.86,69.98,96.5,3.65,12.76,Karimnagar,2018,08-Aug-18,08-08-2018,43320,91,,,,
0.18,24.65,29.02,78.03,95.59,1.7,11.28,Karimnagar,2018,09-Aug-18,09-08-2018,43321,91,,,,
3.02,25.53,33.81,64.48,94.55,1.78,12.13,Karimnagar,2018,10-Aug-18,10-08-2018,43322,91,,,,
10.42,24.31,32.6,67.23,97.55,1.1,13.95,Karimnagar,2018,11-Aug-18,11-08-2018,43323,91,,,,
130.12,23.08,25,93.44,97.99,2.41,13.31,Karimnagar,2018,12-Aug-18,12-08-2018,43324,91,,,,
2.58,23.78,29.26,82.96,97.29,2.2,11.94,Karimnagar,2018,13-Aug-18,13-08-2018,43325,91,,,,
0.04,25.34,31.3,76.7,94.2,0.91,11.77,Karimnagar,2018,14-Aug-18,14-08-2018,43326,91,,,,
0.06,26.09,31.29,77.45,93.87,1.18,10.88,Karimnagar,2018,15-Aug-18,15-08-2018,43327,91,,,,
40.64,24.41,29,85.4,98.14,3.84,12.95,Karimnagar,2018,16-Aug-18,16-08-2018,43328,91,,,,
4.48,24.41,28,87.3,97.29,2.99,15.9,Karimnagar,2018,17-Aug-18,17-08-2018,43329,91,,,,
4.88,24.55,28.23,83.42,96.82,2.2,14.86,Karimnagar,2018,18-Aug-18,18-08-2018,43330,91,,,,
18.46,24.28,31.08,76.36,98.56,1.68,13.24,Karimnagar,2018,19-Aug-18,19-08-2018,43331,91,,,,
17.81,23.5,28.49,85.73,97.38,2.95,13.76,Karimnagar,2018,20-Aug-18,20-08-2018,43332,91,,,,
